Opportunity Owner,Segment,Type,Source,Inbound Type,Current Stage (as of data pull),Base Annual Contract Value,Created Date,SQL Datestamp,SAL Datestamp,SQO Datestamp,Close Date,Funnel Stage Reached
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"9,256.80",8/15/2023 0:00:00,,,,8/16/2023 0:00:00,
Fabian,Mid-Market,Expansion,Marketing , Event,Closed Won,"13,926.00",8/15/2023 0:00:00,,,,8/16/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,738.80",8/16/2023 0:00:00,,,,8/17/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,096.00",8/17/2023 0:00:00,,,,8/17/2023 0:00:00,
Gabby,Mid-Market,New,AE Outbound,Outbound,Closed Won,"162,435.00",8/4/2023 0:00:00,8/4/2023 7:45:00,8/4/2023 7:45:00,"8/7/2023, 8:30 AM",8/17/2023 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,626.80",8/6/2023 0:00:00,,,,8/18/2023 0:00:00,
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,11/13/2023 0:00:00,11/13/2023 13:19:00,11/13/2023 13:19:00,,3/11/2024 0:00:00,2 - SAL
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"30,624.00",8/16/2023 0:00:00,,,,8/18/2023 0:00:00,
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"24,000.00",12/19/2023 0:00:00,12/19/2023 13:36:00,2/21/2024 11:46:00,"2/21/2024, 11:46 AM",3/11/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,2/20/2024 0:00:00,2/20/2024 15:05:00,,,3/11/2024 0:00:00,1 - SQL
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"9,792.00",8/16/2023 0:00:00,,,,8/18/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"13,440.00",8/16/2023 0:00:00,,,,8/18/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"22,162.80",8/10/2023 0:00:00,,,,8/18/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"10,290.00",8/10/2023 0:00:00,,,,8/18/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"10,380.00",8/17/2023 0:00:00,,,,8/18/2023 0:00:00,
Bobby,Mid-Market,Expansion,Marketing , Content Forms,Closed Won,"9,576.00",8/15/2023 0:00:00,,,,8/18/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,580.80,8/10/2023 0:00:00,,,,8/21/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"5,940.00",8/18/2023 0:00:00,,,,8/21/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"17,808.00",8/18/2023 0:00:00,,,,8/21/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,300.00",8/21/2023 0:00:00,,,,8/21/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,960.00",8/21/2023 0:00:00,,,,8/21/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,108.40",8/21/2023 0:00:00,,,,8/21/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"8,208.00",8/21/2023 0:00:00,,,,8/21/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,214.00",8/21/2023 0:00:00,,,,8/21/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,080.00",8/18/2023 0:00:00,,,,8/21/2023 0:00:00,
Ian,Mid-Market,Expansion,Marketing , Website Direct,Closed Won,"9,684.00",8/10/2023 0:00:00,,,,8/21/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,662.00",8/10/2023 0:00:00,,,,8/22/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,094.00",8/11/2023 0:00:00,,,,8/22/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,192.00",8/11/2023 0:00:00,,,,8/22/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,518.00",8/11/2023 0:00:00,,,,8/22/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,364.00",8/11/2023 0:00:00,,,,8/22/2023 0:00:00,
Gabby,Mid-Market,New,Marketing , Website Direct,Closed Lost,,1/25/2024 0:00:00,1/25/2024 12:58:00,,,3/7/2024 0:00:00,1 - SQL
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,032.00",8/11/2023 0:00:00,,,,8/22/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"2,692.80",8/21/2023 0:00:00,,,,8/22/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"2,376.00",8/21/2023 0:00:00,,,,8/22/2023 0:00:00,
Gabby,Mid-Market,New,AE Outbound,Outbound,Closed Won,"74,184.00",7/19/2023 0:00:00,7/19/2023 14:21:00,7/19/2023 14:21:00,"7/20/2023, 10:33 AM",8/22/2023 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"9,912.00",8/21/2023 0:00:00,,,,8/23/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"56,372.40",7/27/2023 0:00:00,,,,8/23/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"1,782.00",8/10/2023 0:00:00,,,,8/23/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"6,030.00",8/22/2023 0:00:00,,,,8/23/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,195.00",8/23/2023 0:00:00,,,,8/23/2023 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,,8/22/2023 0:00:00,,,,8/23/2023 0:00:00,
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"59,004.00",7/10/2023 0:00:00,7/10/2023 16:30:00,7/13/2023 11:19:00,"7/19/2023, 3:49 PM",8/23/2023 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,730.00",8/22/2023 0:00:00,,,,8/24/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"10,104.00",8/23/2023 0:00:00,,,,8/24/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"9,450.00",8/8/2023 0:00:00,,,,8/24/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"2,826.00",8/22/2023 0:00:00,,,,8/24/2023 0:00:00,
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"4,856.40",7/6/2023 0:00:00,,,,8/24/2023 0:00:00,
Ian,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,3/5/2024 0:00:00,3/5/2024 7:55:00,,,3/5/2024 0:00:00,1 - SQL
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"10,684.80",7/31/2023 0:00:00,,,,8/24/2023 0:00:00,
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,,8/23/2023 0:00:00,,,,8/24/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,966.80",8/18/2023 0:00:00,,,,8/25/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,544.00",8/25/2023 0:00:00,,,,8/25/2023 0:00:00,
Myles,Mid-Market,New,Marketing , Website Direct,Closed Lost,"24,000.00",12/5/2023 0:00:00,12/5/2023 6:39:00,12/5/2023 6:39:00,"1/3/2024, 12:49 PM",3/5/2024 0:00:00,3 - SQO
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"6,372.00",8/18/2023 0:00:00,,,,8/25/2023 0:00:00,
Myles,Mid-Market,New,AE Outbound,Outbound,Closed Won,"34,020.00",8/7/2023 0:00:00,8/7/2023 12:21:00,8/7/2023 12:21:00,"8/16/2023, 10:58 AM",8/25/2023 0:00:00,4 - Closed Won
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,450.00",8/18/2023 0:00:00,,,,8/26/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"7,896.00",8/24/2023 0:00:00,,,,8/28/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"19,320.00",8/24/2023 0:00:00,,,,8/28/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"3,249.00",8/24/2023 0:00:00,,,,8/28/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"15,048.00",7/18/2023 0:00:00,,,,8/28/2023 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"6,816.00",8/2/2023 0:00:00,,,,8/28/2023 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"9,408.00",8/28/2023 0:00:00,,,,8/28/2023 0:00:00,
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"89,616.00",7/20/2023 0:00:00,7/20/2023 8:47:00,8/21/2023 12:52:00,"8/21/2023, 1:37 PM",8/28/2023 0:00:00,4 - Closed Won
Cindy,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,"4,500.00",1/30/2024 0:00:00,,,,3/2/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,"6,603.00",2/16/2024 0:00:00,,,,3/2/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,"81,600.00",2/21/2024 0:00:00,,,,3/2/2024 0:00:00,
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"7,104.00",8/23/2023 0:00:00,,,,8/28/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"9,816.00",8/24/2023 0:00:00,,,,8/29/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,709.20",8/28/2023 0:00:00,,,,8/29/2023 0:00:00,
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/13/2023 0:00:00,10/13/2023 11:17:00,,,3/1/2024 0:00:00,1 - SQL
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,2/5/2024 0:00:00,2/5/2024 7:16:00,2/5/2024 7:16:00,,3/1/2024 0:00:00,2 - SAL
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"10,494.00",8/28/2023 0:00:00,,,,8/29/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"11,940.00",8/29/2023 0:00:00,,,,8/30/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"166,500.00",8/17/2023 0:00:00,,,,8/30/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,338.00",8/29/2023 0:00:00,,,,8/30/2023 0:00:00,
Gabby,Mid-Market,Expansion,Marketing , Event,Closed Won,"9,363.60",8/14/2023 0:00:00,,,,8/30/2023 0:00:00,
Katie,Enterprise,New,SDR Outbound,Outbound,Closed Won,"16,320.00",7/31/2023 0:00:00,7/31/2023 13:23:00,8/3/2023 7:07:00,"8/3/2023, 7:08 AM",8/31/2023 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"1,926.00",8/30/2023 0:00:00,,,,8/31/2023 0:00:00,
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Lost,"5,040.00",2/22/2024 0:00:00,,,,2/29/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,240.00",8/31/2023 0:00:00,,,,8/31/2023 0:00:00,
Gabby,Mid-Market,New,Marketing , Content Forms,Closed Lost,,9/6/2023 0:00:00,9/6/2023 8:43:00,9/12/2023 12:03:00,,2/29/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,9/26/2023 0:00:00,9/26/2023 10:25:00,11/9/2023 13:07:00,,2/29/2024 0:00:00,2 - SAL
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,728.00",8/31/2023 0:00:00,,,,8/31/2023 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"1,846.20",8/21/2023 0:00:00,,,,8/31/2023 0:00:00,
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"42,000.00",7/28/2023 0:00:00,7/28/2023 7:15:00,8/7/2023 12:17:00,"11/13/2023, 7:56 AM",2/28/2024 0:00:00,3 - SQO
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"23,166.00",8/31/2023 0:00:00,,,,8/31/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,752.00",8/25/2023 0:00:00,,,,9/5/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,920.00",8/30/2023 0:00:00,,,,9/5/2023 0:00:00,
Bobby,Mid-Market,New,Marketing , Website Direct,Closed Won,"45,648.00",8/16/2023 0:00:00,8/16/2023 14:40:00,8/16/2023 14:40:00,"8/16/2023, 2:57 PM",9/5/2023 0:00:00,4 - Closed Won
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,,8/28/2023 0:00:00,,,,9/5/2023 0:00:00,
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"15,156.00",8/29/2023 0:00:00,8/29/2023 11:13:00,8/29/2023 11:13:00,,9/5/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"35,868.00",9/5/2023 0:00:00,,,,9/6/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"2,052.00",8/3/2023 0:00:00,,,,9/6/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,058.00",8/28/2023 0:00:00,,,,9/6/2023 0:00:00,
Ian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"6,072.00",9/6/2023 0:00:00,,,,9/6/2023 0:00:00,
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Won,"37,728.00",7/13/2023 0:00:00,7/13/2023 16:35:00,7/13/2023 16:35:00,"7/13/2023, 4:37 PM",9/6/2023 0:00:00,4 - Closed Won
Cindy,Enterprise,New,AE Outbound,Outbound,Closed Lost,,12/27/2023 0:00:00,12/27/2023 6:26:00,12/27/2023 6:26:00,,2/27/2024 0:00:00,2 - SAL
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"13,836.00",9/6/2023 0:00:00,,,,9/7/2023 0:00:00,
Bobby,Mid-Market,New,AE Outbound,Outbound,Closed Won,"23,544.00",9/6/2023 0:00:00,9/6/2023 10:49:00,9/6/2023 10:49:00,"9/6/2023, 10:59 AM",9/7/2023 0:00:00,4 - Closed Won
Ian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Lost,"6,240.00",2/26/2024 0:00:00,,,,2/27/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"16,536.00",8/29/2023 0:00:00,,,,9/8/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,448.00",8/30/2023 0:00:00,,,,9/8/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"4,032.00",9/7/2023 0:00:00,,,,9/8/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"5,184.00",9/7/2023 0:00:00,,,,9/8/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,744.00",9/7/2023 0:00:00,,,,9/8/2023 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,,8/11/2023 0:00:00,,,,9/8/2023 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"40,004.40",8/21/2023 0:00:00,,,,9/8/2023 0:00:00,
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"47,510.40",7/17/2023 0:00:00,7/17/2023 10:19:00,7/21/2023 10:37:00,"8/10/2023, 10:00 AM",9/8/2023 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"488,854.80",7/24/2023 0:00:00,,,,9/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"152,919.60",8/29/2023 0:00:00,,,,9/11/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,"54,000.00",2/8/2024 0:00:00,,,,2/26/2024 0:00:00,
Judy,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,"18,000.00",1/31/2024 0:00:00,,,,2/26/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,,8/30/2023 0:00:00,,,,9/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,833.00",9/8/2023 0:00:00,,,,9/11/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,"6,840.00",2/12/2024 0:00:00,,,,2/24/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,560.00",9/5/2023 0:00:00,,,,9/11/2023 0:00:00,
Ian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,,9/5/2023 0:00:00,,,,9/11/2023 0:00:00,
Andy,Mid-Market,Expansion,Marketing , Website Direct,Closed Won,"13,324.80",9/7/2023 0:00:00,,,,9/11/2023 0:00:00,
Gabby,Mid-Market,Expansion,Marketing , Event,Closed Won,"19,845.00",9/7/2023 0:00:00,,,,9/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,,8/29/2023 0:00:00,,,,9/12/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,512.00",9/8/2023 0:00:00,,,,9/12/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"9,345.60",9/11/2023 0:00:00,,,,9/12/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,742.40",9/11/2023 0:00:00,,,,9/12/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"2,772.00",9/11/2023 0:00:00,,,,9/12/2023 0:00:00,
Henry,Enterprise,New,SDR Outbound,Outbound,Closed Won,"72,038.40",7/26/2023 0:00:00,7/26/2023 13:44:00,7/26/2023 13:44:00,"7/26/2023, 1:50 PM",9/12/2023 0:00:00,4 - Closed Won
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,260.00",8/29/2023 0:00:00,,,,9/12/2023 0:00:00,
Henry,Enterprise,New,AE Outbound,Outbound,Closed Won,"52,584.00",9/7/2023 0:00:00,,,,9/12/2023 0:00:00,4 - Closed Won
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"10,530.00",9/8/2023 0:00:00,,,,9/12/2023 0:00:00,
Henry,Enterprise,New,AE Outbound,Outbound,Closed Lost,,10/10/2023 0:00:00,10/10/2023 8:27:00,10/10/2023 8:27:00,,2/22/2024 0:00:00,2 - SAL
Henry,Enterprise,New,AE Outbound,Outbound,Closed Lost,,1/15/2024 0:00:00,1/15/2024 13:36:00,1/15/2024 13:36:00,,2/22/2024 0:00:00,2 - SAL
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,,1/29/2024 0:00:00,,,,2/22/2024 0:00:00,
Cindy,Enterprise,Expansion,Marketing , Event,Closed Won,"4,080.00",9/7/2023 0:00:00,,,,9/12/2023 0:00:00,
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,,8/22/2023 0:00:00,,,,9/12/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,481.60",9/11/2023 0:00:00,,,,9/13/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"14,704.80",9/5/2023 0:00:00,,,,9/13/2023 0:00:00,
Ian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"35,400.00",12/29/2023 0:00:00,12/29/2023 13:13:00,12/29/2023 13:13:00,"12/29/2023, 1:14 PM",2/22/2024 0:00:00,3 - SQO
Fabian,Mid-Market,Expansion,Marketing , Event,Closed Won,"8,151.00",9/11/2023 0:00:00,,,,9/13/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"44,208.00",9/7/2023 0:00:00,,,,9/14/2023 0:00:00,
Ian,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"23,850.00",9/7/2023 0:00:00,9/7/2023 13:33:00,9/11/2023 13:28:00,"9/11/2023, 1:58 PM",9/14/2023 0:00:00,4 - Closed Won
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"60,000.00",10/13/2023 0:00:00,10/13/2023 10:26:00,10/16/2023 9:04:00,"12/21/2023, 7:48 AM",2/22/2024 0:00:00,3 - SQO
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/24/2023 0:00:00,10/24/2023 7:20:00,11/16/2023 7:11:00,,2/22/2024 0:00:00,2 - SAL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,11/1/2023 0:00:00,11/1/2023 13:39:00,12/22/2023 13:21:00,,2/22/2024 0:00:00,2 - SAL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"24,000.00",1/9/2024 0:00:00,1/9/2024 14:15:00,1/31/2024 13:43:00,"2/9/2024, 8:13 AM",2/22/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,Marketing , Website Direct,Closed Won,"49,644.00",9/13/2023 0:00:00,9/13/2023 12:50:00,9/13/2023 12:50:00,"9/13/2023, 12:57 PM",9/14/2023 0:00:00,4 - Closed Won
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,640.00",9/15/2023 0:00:00,,,,9/15/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"13,209.00",8/28/2023 0:00:00,,,,9/18/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,072.00",9/14/2023 0:00:00,,,,9/18/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,,12/8/2023 0:00:00,,,,2/21/2024 0:00:00,
Henry,Enterprise,New,SDR Outbound,Outbound,Closed Lost,,2/13/2024 0:00:00,2/13/2024 14:04:00,,,2/21/2024 0:00:00,1 - SQL
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,584.00",9/14/2023 0:00:00,,,,9/18/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"11,940.00",9/18/2023 0:00:00,,,,9/18/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,428.80",9/18/2023 0:00:00,,,,9/18/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"13,176.00",9/12/2023 0:00:00,,,,9/18/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,768.00",9/18/2023 0:00:00,,,,9/18/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,632.00",9/18/2023 0:00:00,,,,9/18/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,547.60",9/15/2023 0:00:00,,,,9/18/2023 0:00:00,
Andy,Mid-Market,New,Marketing , Website Direct,Closed Won,"152,443.20",8/14/2023 0:00:00,8/14/2023 8:52:00,8/14/2023 8:52:00,"8/22/2023, 6:53 AM",9/18/2023 0:00:00,4 - Closed Won
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/10/2023 0:00:00,10/10/2023 8:11:00,10/15/2023 12:08:00,,2/21/2024 0:00:00,2 - SAL
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"1,915.20",9/12/2023 0:00:00,,,,9/18/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"20,509.20",8/29/2023 0:00:00,,,,9/19/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"15,015.00",9/18/2023 0:00:00,,,,9/19/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,,1/3/2024 0:00:00,,,,2/20/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"3,528.00",9/18/2023 0:00:00,,,,9/19/2023 0:00:00,
Ian,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"45,000.00",8/29/2023 0:00:00,8/29/2023 10:14:00,9/20/2023 14:03:00,"10/2/2023, 12:37 PM",2/20/2024 0:00:00,3 - SQO
Ian,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/22/2024 0:00:00,1/22/2024 8:15:00,,,2/20/2024 0:00:00,1 - SQL
Ian,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/23/2024 0:00:00,1/23/2024 13:05:00,,,2/20/2024 0:00:00,1 - SQL
Ian,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"62,400.00",1/25/2024 0:00:00,1/25/2024 8:31:00,2/2/2024 11:02:00,"2/2/2024, 11:03 AM",2/20/2024 0:00:00,3 - SQO
Ian,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/31/2024 0:00:00,1/31/2024 12:42:00,2/20/2024 14:29:00,,2/20/2024 0:00:00,2 - SAL
Ian,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,2/7/2024 0:00:00,2/7/2024 9:32:00,,,2/20/2024 0:00:00,1 - SQL
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"36,120.00",9/18/2023 0:00:00,,,,9/19/2023 0:00:00,
Fabian,Mid-Market,New,Marketing , Website Direct,Closed Lost,,1/2/2024 0:00:00,1/2/2024 9:56:00,1/23/2024 11:40:00,,2/20/2024 0:00:00,2 - SAL
Bobby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,10/30/2023 0:00:00,10/30/2023 15:15:00,10/30/2023 15:15:00,,2/20/2024 0:00:00,2 - SAL
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"11,808.00",8/18/2023 0:00:00,,,,9/19/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"13,392.00",9/18/2023 0:00:00,,,,9/19/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,184.40",9/8/2023 0:00:00,,,,9/19/2023 0:00:00,
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"3,868.80",9/19/2023 0:00:00,,,,9/19/2023 0:00:00,
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,7/31/2023 0:00:00,7/31/2023 7:50:00,8/8/2023 13:33:00,,2/19/2024 0:00:00,2 - SAL
